amount,receiver_name,receiver_ref
1,"Peucer, Gregor d. Ä.",https://d-nb.info/gnd/119785854
1,"Ramsbeck, Willibald",https://d-nb.info/gnd/119797933
1,"Agricola, Nikolaus",https://d-nb.info/gnd/12241845X
1,"Reiffenstein, Albrecht",https://d-nb.info/gnd/119800497
1,"Limprecht, Johann Adam",https://d-nb.info/gnd/122465350
1,"Rinck, Wilhelm",https://d-nb.info/gnd/119805952
1,"Rothmann, Johannes",https://d-nb.info/gnd/119810069
1,"Roth, Sebastian",https://d-nb.info/gnd/119810158
1,"Roter, Simon",https://d-nb.info/gnd/119810395
1,"Beuttel, Johann Georg",https://d-nb.info/gnd/122428803
1,"Sager, Johannes",https://d-nb.info/gnd/119813270
1,Wilhelm von Braunschweig-Lüneburg,https://d-nb.info/gnd/11987072X
1,"Wittig, Hieronymus",https://d-nb.info/gnd/119873079
1,Georg Witzel der Jüngere,https://d-nb.info/gnd/119873206
1,Johann Ernst Pfuel,https://d-nb.info/gnd/120257238
1,Kard. Raffaele [Riario],https://d-nb.info/gnd/122030915
1,Tobias Fleischer,https://d-nb.info/gnd/120197405
1,Johann Balthasar Haberkorn,https://d-nb.info/gnd/122002393
1,"Wagner, Valentin",https://d-nb.info/gnd/121999661
1,"Volcart, Albrecht",https://d-nb.info/gnd/121999300
1,"Held, Christoph",https://d-nb.info/gnd/121997804
1,"Lichtenthal, Peter",https://d-nb.info/gnd/120226510
1,Andreas Felix von Oefele,https://d-nb.info/gnd/120253801
1,"Rulich, Laurentius",https://d-nb.info/gnd/120257343
1,Pfgf. Wolfgang bei Rhein,https://d-nb.info/gnd/11987394X
1,"Eger, Georg",https://d-nb.info/gnd/120263882
1,Johann Lukas Pestorff,https://d-nb.info/gnd/120266776
1,Johann Gabriel Sandhagen,https://d-nb.info/gnd/121952991
1,"Corvinus, Heinrich",https://d-nb.info/gnd/120266911
1,Franz Urspringer,https://d-nb.info/gnd/120275473
1,Christoph Martini,https://d-nb.info/gnd/120286998
1,Gottfried Wegner,https://d-nb.info/gnd/121937631
1,"Voigt, Michael",https://d-nb.info/gnd/121919455
1,Sergej Semenovič Graf Uvarov,https://d-nb.info/gnd/120180502
1,"Müller, Carl Friedrich",https://d-nb.info/gnd/122058445
1,Johann Georg Hotz,https://d-nb.info/gnd/122107020
1,"Carrion de Nisas, Henri de, baron",https://d-nb.info/gnd/122131983
1,"Feuillet, Laurent",https://d-nb.info/gnd/1199304115
1,"Schalling, Martin",https://d-nb.info/gnd/122254678
1,"Balduin, Christian Adolf",https://d-nb.info/gnd/120011298
1,Kurfürstinwitwe Wilhelmine Ernestine von der Pfalz,https://d-nb.info/gnd/120040050
1,Otto Leichter,https://d-nb.info/gnd/122231287
1,"Barnay, Paul",https://d-nb.info/gnd/120050544
1,"Levine, Isaac",https://d-nb.info/gnd/120059894
1,Tobias Hübner,https://d-nb.info/gnd/120079291
1,"Tschirpe, Johann Christoph",https://d-nb.info/gnd/120101440
1,"Kundmann, Johann Christian",https://d-nb.info/gnd/120104741
1,"Hoser, Paul",https://d-nb.info/gnd/122180151
1,"Boxbart, Anton",https://d-nb.info/gnd/12218002X
1,"Endter, Wolfgang",https://d-nb.info/gnd/122177649
1,Johann Peter Klick,https://d-nb.info/gnd/120154706
1,"Körner, Friedrich",https://d-nb.info/gnd/120155370
1,"Folkes, Martin",https://d-nb.info/gnd/12215049X
1,Johannes von Müller,https://d-nb.info/gnd/122149181
1,"Dolaeus, Johann",https://d-nb.info/gnd/124931812
1,Christiane Eberhardine von Brandenburg-Bayreuth,https://d-nb.info/gnd/119337630
1,Marie Anne Pierrette Lavoisier,https://d-nb.info/gnd/12493434X
1,"Ludecke, Johannes",https://d-nb.info/gnd/131557793
1,Bf. [Wolfgang] von Passau,https://d-nb.info/gnd/13162542X
1,"Fischer, Josef",https://d-nb.info/gnd/131575872
1,"Hebenstreit, Johannes d. Ä.",https://d-nb.info/gnd/131569325
1,"Held, Johann Christoph",https://d-nb.info/gnd/118980106
1,"Hell, Johannes",https://d-nb.info/gnd/131560905
1,"Wielhoski, Mathieu??",https://d-nb.info/gnd/118982052
1,"Ering, Christoph",https://d-nb.info/gnd/131559079
1,"Kosegarten, Ludwig Gotthard",https://d-nb.info/gnd/11898618X
1,"Schirmacher, Käthe",https://d-nb.info/gnd/118986589
1,"Fend, Melchior",https://d-nb.info/gnd/131706330
1,"Pfauser, Johann Sebastian",https://d-nb.info/gnd/131553429
1,"Hoensbroech, Franz Heinrich von",https://d-nb.info/gnd/131526987
1,"Marstaller, Gervasius",https://d-nb.info/gnd/131507915
1,"Stolberg, Heinrich von",https://d-nb.info/gnd/131498983
1,"Aemilius, Georg",https://d-nb.info/gnd/131420127
1,"Fabricius, Andreas",https://d-nb.info/gnd/11899669X
1,Conne´table [Anne de Montmorency],https://d-nb.info/gnd/11899686X
1,"Reinhold, Erasmus",https://d-nb.info/gnd/11899901X
1,"Lassen, Eduard",https://d-nb.info/gnd/118975773
1,"Georgievitz, Bartholomäus",https://d-nb.info/gnd/118975560
1,"Richelieu, Armand Emmanuel du Plessis, duc de",https://d-nb.info/gnd/119006200
1,Heinrich Andreas Contius,https://d-nb.info/gnd/131975862
1,Charles Sumner,https://d-nb.info/gnd/118951432
1,Millard Fillmore,https://d-nb.info/gnd/11895458X
1,Julius III. (Giovanni Maria del Monte),https://d-nb.info/gnd/118955314
1,"Artaria, Carlo",https://d-nb.info/gnd/132205866
1,"Spreckelsen, Johann Heinrich von",https://d-nb.info/gnd/132174383
1,"Eimmart, Georg Christoph",https://d-nb.info/gnd/118956507
1,"Bergner, Bartholomäus",https://d-nb.info/gnd/132060019
1,"Schwarzburg, Katharina von",https://d-nb.info/gnd/132010984
1,"Altezza Serenissima (Elisabeth Friederike Sophie, Herzogin von Württemberg)",https://d-nb.info/gnd/118957732
1,André Thouin,https://d-nb.info/gnd/11897372X
1,Engelbert Hoyer,https://d-nb.info/gnd/131903888
1,Ludwig H. von Meyerinck,https://d-nb.info/gnd/131839268
1,"Heath, Nicholas",https://d-nb.info/gnd/131796089
1,Gf. Kaspar von Mansfeld,https://d-nb.info/gnd/131793047
1,"Junius, Erhard",https://d-nb.info/gnd/131792962
1,Karl Christian Gmelin,https://d-nb.info/gnd/118966243
1,Friedrich Heinrich Füger,https://d-nb.info/gnd/118968696
1,"Spohr, Ferdinand",https://d-nb.info/gnd/131755528
1,"Lautensack, Paul",https://d-nb.info/gnd/11900108X
1,"Mayer, Jakob",https://d-nb.info/gnd/13135373X
1,"Ditfurth, Franz von",https://d-nb.info/gnd/119043572
1,Bf. Dietrich von Lebus,https://d-nb.info/gnd/130540854
1,"Vaudoyer, Antoine",https://d-nb.info/gnd/130595802
1,Charles Robert Cockerell,https://d-nb.info/gnd/119024187
1,"Ficinus, Georg",https://d-nb.info/gnd/13056446X
1,Georg von Schleinitz,https://d-nb.info/gnd/130553158
1,"Busbecq, Ogier Ghislain de",https://d-nb.info/gnd/119025280
1,"Blankenburg, Christian Friedrich von",https://d-nb.info/gnd/119025701
1,"Spiegel, Asmus",https://d-nb.info/gnd/130551325
1,"Carion, Johannes",https://d-nb.info/gnd/119026376
1,Heinrich Wilhelm Gottfried Waldeyer,https://d-nb.info/gnd/119034522
1,"Hassloch, Theodor",https://d-nb.info/gnd/130609528
1,"Passow, Franz",https://d-nb.info/gnd/119034778
1,"Manecke, Konsul",https://d-nb.info/gnd/130474819
1,Markgräfin Dorothea Charlotte von Brandenburg-Ansbach,https://d-nb.info/gnd/130470988
1,"Enzinas, Jaime",https://d-nb.info/gnd/130469130
1,"Hügel, Andreas",https://d-nb.info/gnd/130434299
1,August Philip Graf Platen zu Hallermund,https://d-nb.info/gnd/130434086
1,"Birckmann, Arnold",https://d-nb.info/gnd/130425109
1,Wilhelm Imhof,https://d-nb.info/gnd/130422517
1,"Vogler, Georg",https://d-nb.info/gnd/130598259
1,Jean-Georges Sieber,https://d-nb.info/gnd/130615595
1,"Posthius, Johannes",https://d-nb.info/gnd/119006464
1,"Gilbert, Martin",https://d-nb.info/gnd/130895407
1,"Skraup, Franz",https://d-nb.info/gnd/119006987
1,"Stella, Tilemann",https://d-nb.info/gnd/119007207
1,Johannes Hölterhoﬀ,https://d-nb.info/gnd/131339079
1,"Sussenbach, Pancratius",https://d-nb.info/gnd/130957380
1,Just Christian von Loder,https://d-nb.info/gnd/119008017
1,"Wolfhart, Bonifacius",https://d-nb.info/gnd/130954934
1,"Fox, Edward",https://d-nb.info/gnd/130929786
1,"Tomášek, Václav Jan Křtitel",https://d-nb.info/gnd/119010003
1,Johann Friedrich August Tischbein,https://d-nb.info/gnd/119010186
1,Hans Kaspar Hirzel,https://d-nb.info/gnd/119020890
1,"Hake, Christian Heinrich Gottlieb",https://d-nb.info/gnd/130879282
1,"Roederer, Pierre-Louis",https://d-nb.info/gnd/119016486
1,"Stobaeus, Kilian",https://d-nb.info/gnd/130865982
1,Karl Friedrich Kielmeyer,https://d-nb.info/gnd/119018527
1,"Weber, Moritz von",https://d-nb.info/gnd/130841072
1,Franz Fridolin Weber,https://d-nb.info/gnd/130840653
1,"Sapidus, Johannes",https://d-nb.info/gnd/130816124
1,"Leuckart, Franz Ernst Christoph",https://d-nb.info/gnd/130626074
1,Gf.in Juliane von Nassau,https://d-nb.info/gnd/132292181
1,Plattner,https://d-nb.info/gnd/118951076
1,Hermann Swoboda,https://d-nb.info/gnd/118950991
1,"Zopf, Johann Heinrich",https://d-nb.info/gnd/13352325X
1,"Bourdet, Edouard",https://d-nb.info/gnd/133602451
1,"Besler, Basilius",https://d-nb.info/gnd/118896261
1,Jeremias Jakob Oberlin,https://d-nb.info/gnd/118901583
1,"Górka, Stanislaus",https://d-nb.info/gnd/133598276
1,"Gentili, Alberico",https://d-nb.info/gnd/118902970
1,"Hagen, Bernhard von",https://d-nb.info/gnd/133585948
1,"York-Steiner, Heinrich",https://d-nb.info/gnd/133557065
1,"Roger, Jacques-François, baron",https://d-nb.info/gnd/133535355
1,"Dietzsch, Johann Israel",https://d-nb.info/gnd/133482790
1,Michel von Schleinitz,https://d-nb.info/gnd/133653900
1,Adolph Burggraf und Graf zu Dohna-Schlodien,https://d-nb.info/gnd/133434745
1,Siegfried von Brünneck,https://d-nb.info/gnd/133431827
1,"Thomaschek, Hermann",https://d-nb.info/gnd/133384373
1,"Rittershausen, Nicolaus",https://d-nb.info/gnd/118905422
1,Gf. Johann Ernst von Mansfeld,https://d-nb.info/gnd/133349659
1,"Cothenius, Christian Andreas von",https://d-nb.info/gnd/118907417
1,Nikolaus H. Julius,https://d-nb.info/gnd/118907441
1,"Huebsch, Ben W.",https://d-nb.info/gnd/13332219X
1,"Novello, Sabilla",https://d-nb.info/gnd/133647196
1,"Siebert, Franz",https://d-nb.info/gnd/133663264
1,Hermann Vicari,https://d-nb.info/gnd/118945467
1,"Claviger, Ambrosius",https://d-nb.info/gnd/134022343
1,Otto Graf zu Stolberg-Wernigerode,https://d-nb.info/gnd/134206061
1,"Krug, Nikolaus",https://d-nb.info/gnd/13408876X
1,"Weichs, Frhr von",https://d-nb.info/gnd/134081978
1,"Henne, Joseph Anton",https://d-nb.info/gnd/118886649
1,"Frisius, Bernhard",https://d-nb.info/gnd/134028597
1,Franz Isidor Proschko,https://d-nb.info/gnd/118888447
1,Félix Duban,https://d-nb.info/gnd/118888897
1,"Retti, Leopold",https://d-nb.info/gnd/118890301
1,"Imhof, Georg Paulus",https://d-nb.info/gnd/133969479
1,"Sontag, Nina",https://d-nb.info/gnd/133667693
1,"Schwarzenberg, Ernst zu",https://d-nb.info/gnd/133916812
1,"Stiglitz, Sebastian",https://d-nb.info/gnd/133859444
1,Johann Georg Hille,https://d-nb.info/gnd/133817571
1,[Georg Haslang] (Pfleger von Ingolstadt),https://d-nb.info/gnd/13376656X
1,"Tanner, Georg",https://d-nb.info/gnd/133688747
1,"Fabricius, Theodor",https://d-nb.info/gnd/133682668
1,"Apelt, Ernst Friedrich",https://d-nb.info/gnd/118892355
1,Friedrich Freiherr von Gemmingen,https://d-nb.info/gnd/133669319
1,"Rittinghausen, Moritz",https://d-nb.info/gnd/133277623
1,Wolf Wiedemann,https://d-nb.info/gnd/133258084
1,Gf. Anton I. zu Oldenburg,https://d-nb.info/gnd/133161951
1,"Bach, David Josef",https://d-nb.info/gnd/118927477
1,"Hartmann, Georg",https://d-nb.info/gnd/118925563
1,Gf. Ernst von Gleichen,https://d-nb.info/gnd/132630990
1,"Wildenfels, Anarg von",https://d-nb.info/gnd/132626330
1,"Sophianus, N.",https://d-nb.info/gnd/132598604
1,Johann VI. von Trier,https://d-nb.info/gnd/132590220
1,"Sazenhofen, Franz Siegmund von",https://d-nb.info/gnd/132572680
1,"Richter, Werner",https://d-nb.info/gnd/132563894
1,"Jung, Georg Sebastian",https://d-nb.info/gnd/132555883
1,Hieronymus Lotter,https://d-nb.info/gnd/118928651
1,Carl Böttger,https://d-nb.info/gnd/133117332
1,"Alessandrini, Giulio",https://d-nb.info/gnd/132472597
1,Anton Reicha,https://d-nb.info/gnd/118931482
1,Louis Brassin,https://d-nb.info/gnd/132387107
1,Johann Karl Simon Morgenstern,https://d-nb.info/gnd/118931911
1,Johann Bartholomäus Freiesleben,https://d-nb.info/gnd/132380153
1,"Biazzi, Franziska",https://d-nb.info/gnd/132361612
1,Kardinal Robert de Lenoncourt,https://d-nb.info/gnd/132311623
1,Waldemar Tully Oxholm,https://d-nb.info/gnd/1189392518
1,Franziska Romana Koch,https://d-nb.info/gnd/132717859
1,Wilhelm Christan von dem Bussche (Busche),https://d-nb.info/gnd/118924781X
1,"Wunderlich, Johann Georg",https://d-nb.info/gnd/132790912
1,Bf. [Georg III.] von Bamberg,https://d-nb.info/gnd/118924710
1,Erzherzog Rudolf von Österreich,https://d-nb.info/gnd/118908138
1,Jost Andreas von Randow,https://d-nb.info/gnd/133089118
1,Michail Semënovič Voroncov,https://d-nb.info/gnd/118908235
1,Johann Kunsch von Breitenwald,https://d-nb.info/gnd/133051862
1,"Krotenschmidt, Nikolaus",https://d-nb.info/gnd/133001210
1,"Scheler, Johann Gerhard Theodor",https://d-nb.info/gnd/132995913
1,"Kranich, Zacharias",https://d-nb.info/gnd/132991578
1,"Marius, Georg",https://d-nb.info/gnd/118910035
1,"Ayrer, Melchior",https://d-nb.info/gnd/118910043
1,"Tricesius, Andreas",https://d-nb.info/gnd/132895684
1,Johann Gemel,https://d-nb.info/gnd/132889579
1,Gf. Ludwig von Löwenstein,https://d-nb.info/gnd/118911333
1,"Rieppius, Johannes Jakob",https://d-nb.info/gnd/132860724
1,"Stromer, Johann Friedrich",https://d-nb.info/gnd/132853930
1,Benjamin Silliman,https://d-nb.info/gnd/118917919
1,"Liste, Anton",https://d-nb.info/gnd/132800772
1,"Miollis, Sextius Alexandre François de",https://d-nb.info/gnd/13279313X
1,François de Barbé-Marbois,https://d-nb.info/gnd/119042134
1,"Buttel, Christian Diedrich von",https://d-nb.info/gnd/119044056
1,"Bechstein, Johann Matthäus",https://d-nb.info/gnd/11933237X
1,"Zinck, Ludvig",https://d-nb.info/gnd/128564776
1,"Sauvage, Thomas",https://d-nb.info/gnd/128655305
1,Rektor [Johann Dölsch],https://d-nb.info/gnd/128641835
1,"Acontius, Jacobus",https://d-nb.info/gnd/119210959
1,Gf. [Michael III.] von Wertheim,https://d-nb.info/gnd/128579668
1,"Schmid, Christoph Konrad",https://d-nb.info/gnd/128574429
1,Johann Knauth,https://d-nb.info/gnd/128574127
1,"Tzschucke, Carl Friedrich",https://d-nb.info/gnd/128572906
1,"Beyer, Dominicus",https://d-nb.info/gnd/128571896
1,"Quistorp, Johann",https://d-nb.info/gnd/128524782
1,"Doltz, Johannes",https://d-nb.info/gnd/128661941
1,"Duchosal, Marie-Émile-Guillaume",https://d-nb.info/gnd/128511419
1,"Boccone, Paolo",https://d-nb.info/gnd/128475862
1,Nicolas Baudin,https://d-nb.info/gnd/119227568
1,"Sédillot, Jean-Jacques Emmanuel",https://d-nb.info/gnd/128448962
1,"Fabricius, Johannes",https://d-nb.info/gnd/128429070
1,Paul Michael Rhegenius,https://d-nb.info/gnd/128427027
1,Johann Gottfried Müller,https://d-nb.info/gnd/128392320
1,"Hoffmann, Carl Moritz",https://d-nb.info/gnd/128385227
1,Johann David Passavant,https://d-nb.info/gnd/119202662
1,"Coiter, Volcher",https://d-nb.info/gnd/128678232
1,"Hasenest, Johann Georg",https://d-nb.info/gnd/128379693
1,Johann Hasenberg,https://d-nb.info/gnd/128848065
1,"Wolf, Rudolf",https://d-nb.info/gnd/119160358
1,Andreas Hirsch,https://d-nb.info/gnd/128950285
1,"Parrot, Georg Friedrich",https://d-nb.info/gnd/119160854
1,"Lewald, August",https://d-nb.info/gnd/119164035
1,"Marwitz, Theodorich von",https://d-nb.info/gnd/128937696
1,"Krause, Christian Ludwig",https://d-nb.info/gnd/128881364
1,Johann Christoph Zerbst,https://d-nb.info/gnd/128868627
1,Stephan Roth,https://d-nb.info/gnd/119167360
1,"Radziwil, Nikolaus",https://d-nb.info/gnd/128843136
1,Johann Christoph Altnickol,https://d-nb.info/gnd/128686138
1,"Degner, Johann Hartmann",https://d-nb.info/gnd/128842261
1,"Japhet, Israel Meier",https://d-nb.info/gnd/128822481
1,"Weitzmann, Carl Friedrich",https://d-nb.info/gnd/119189275
1,"Albert, König von Sachsen",https://d-nb.info/gnd/119193132
1,"Cotta, Heinrich",https://d-nb.info/gnd/119195259
1,"Haenel, Christian Friedrich",https://d-nb.info/gnd/128728175
1,"Winkel, Heinrich",https://d-nb.info/gnd/128725869
1,Salomon Hausdorff,https://d-nb.info/gnd/12871848X
1,"Salzmann, Johann",https://d-nb.info/gnd/128382058
1,Carl Friedrich Engelhardt,https://d-nb.info/gnd/128366222
1,Peter Schederich,https://d-nb.info/gnd/130383538
1,Frau Friedrich geb. Wollank,https://d-nb.info/gnd/1255130199
1,Herzog Leopold,https://d-nb.info/gnd/119303108
1,"Grohmann, Kuno",https://d-nb.info/gnd/125673663
1,Niklas von Karlowitz,https://d-nb.info/gnd/1193056322
1,"Loßner, H.",https://d-nb.info/gnd/1255680687
1,"Wernher, August",https://d-nb.info/gnd/1255662859
1,John Hawes,https://d-nb.info/gnd/1255158328
1,Kurfürst Friedrich August III. von Sachsen,https://d-nb.info/gnd/119314002
1,"Weber, Dr. Karl",https://d-nb.info/gnd/1255132558
1,"Berend, J.F.",https://d-nb.info/gnd/1255106026
1,Modestinus Pistoris,https://d-nb.info/gnd/125826389
1,Gf. Wilhelm IV. von Henneberg-Schleusingen,https://d-nb.info/gnd/119319217
1,"Lipperheide, Franz, Freiherr von",https://d-nb.info/gnd/119324261
1,"Reinhardt, Benedikt",https://d-nb.info/gnd/125009917
1,"Quichelberg, Samuel",https://d-nb.info/gnd/119331535
1,Zacharias Hogel,https://d-nb.info/gnd/125001746
1,"Müller, Martin Matthias",https://d-nb.info/gnd/124980821
1,Max Volmer,https://d-nb.info/gnd/124962971
1,"Willich, Jodocus",https://d-nb.info/gnd/124960812
1,"Mapleson, Alfred",https://d-nb.info/gnd/1257667327
1,Anton Schweitzer,https://d-nb.info/gnd/119296225
1,Israel Joseph Benjamin,https://d-nb.info/gnd/128278056
1,"Werthern, Ottobald von",https://d-nb.info/gnd/127312048
1,Marie-Elisabeth von Humboldt,https://d-nb.info/gnd/119247267
1,"Wymetal, Wilhelm, von",https://d-nb.info/gnd/128023325
1,Marie du Bois-Reymond,https://d-nb.info/gnd/127878556
1,"Perényi, Peter",https://d-nb.info/gnd/119262312
1,Johann Friedrich Christian Pichler,https://d-nb.info/gnd/127750630
1,"Hornschuch, Hieronymus",https://d-nb.info/gnd/127610456
1,"Leibrock, Joseph Adolph",https://d-nb.info/gnd/127500995
1,"Juusten, Paul",https://d-nb.info/gnd/119265419
1,Joseph Schuster,https://d-nb.info/gnd/119267632
1,Adolf Bachrach,https://d-nb.info/gnd/125980582
1,"Rahlfs, Alfred",https://d-nb.info/gnd/119274515
1,Ismaël Boulliau,https://d-nb.info/gnd/119277379
1,"Rossi, Luigi",https://d-nb.info/gnd/119282186
1,"Vaucaire, Maurice",https://d-nb.info/gnd/12728060X
1,"Björkman-Goldschmidt, Elsa",https://d-nb.info/gnd/12707029X
1,Christoph Wilhelm Hufeland,https://d-nb.info/gnd/12699496X
1,"Charlé, Gustav",https://d-nb.info/gnd/126726175
1,"Holtzendorf, Graf",https://d-nb.info/gnd/126428956
1,Helen Maria Williams,https://d-nb.info/gnd/119156164
1,"Egloffstein, Julie Gräfin von",https://d-nb.info/gnd/119154048
1,"Vigilius, Stephan",https://d-nb.info/gnd/129014958
1,"Paulsen, Max",https://d-nb.info/gnd/130023728
1,"Nostitz, Albert von",https://d-nb.info/gnd/130125873
1,Ludwig Münz,https://d-nb.info/gnd/130121258
1,"Marilaun, Carl",https://d-nb.info/gnd/130111791
1,John Malcolm,https://d-nb.info/gnd/11906006X
1,"Blahetka, Leopoldine",https://d-nb.info/gnd/119060590
1,Eduard dʼAlton,https://d-nb.info/gnd/119061341
1,"Bernstein, Hans von",https://d-nb.info/gnd/130034673
1,"Crespin, Jean",https://d-nb.info/gnd/119063670
1,"Schelver, Franz Joseph",https://d-nb.info/gnd/119064669
1,"Erman, Paul",https://d-nb.info/gnd/119059452
1,"Fuß, Johann Evangelist",https://d-nb.info/gnd/130019488
1,Adam Drese,https://d-nb.info/gnd/130014737
1,Anton Friedrich Steding,https://d-nb.info/gnd/130003476
1,Gustav Adolf Jung,https://d-nb.info/gnd/129967866
1,"Hoffmann, Friedrich Moritz",https://d-nb.info/gnd/129814288
1,"Bansi, Heinrich",https://d-nb.info/gnd/129785091
1,Tobias Engel,https://d-nb.info/gnd/129752339
1,"Schwerin, Ulrich von",https://d-nb.info/gnd/129743712
1,"Flach, Matthäus",https://d-nb.info/gnd/130148547
1,Caroline Thun-Hohenstein,https://d-nb.info/gnd/13016402X
1,"Hering, Constantin",https://d-nb.info/gnd/119151421
1,"Schläger, Franz Georg Ferdinand",https://d-nb.info/gnd/119053802
1,Johann Christian Stark d.Ä.,https://d-nb.info/gnd/130383090
1,Carl Ludwig Hellrung,https://d-nb.info/gnd/13037217X
1,"Lindemann, Laurentius",https://d-nb.info/gnd/130336874
1,Wolf von Schönberg den Jüngeren (Oberhauptmann zu Glauchau),https://d-nb.info/gnd/130328855
1,Gustav von Schmoller,https://d-nb.info/gnd/119048981
1,"Mitis, Thomas",https://d-nb.info/gnd/130323322
1,Adam Placotomus,https://d-nb.info/gnd/130317608
1,"Papion du Château, Pierre Nicolas, baron",https://d-nb.info/gnd/130297135
1,"Emil, Prinz von Hessen und bei Rhein",https://d-nb.info/gnd/130248789
1,"Czegka, Anna",https://d-nb.info/gnd/130189960
1,Peter von Winter,https://d-nb.info/gnd/119055716
1,Karl Lustig-Prean,https://d-nb.info/gnd/130234737
1,"Soult, Maréchal Nicolas Jean-de-Dieu",https://d-nb.info/gnd/119056437
1,"Kornfeld, Moritz",https://d-nb.info/gnd/130213845
