amount,receiver_name,receiver_ref
1,"Schwarzenberg, Joseph Franz Fürst von",https://d-nb.info/gnd/139578161
1,"Salm-Reifferscheidt-Alfter, Alfred Joseph Klemens Fürst und Altgraf zu",https://d-nb.info/gnd/139642293
1,Johann Christian Daniel Schreber,https://d-nb.info/gnd/118795449
1,Andreas Pflug zu Knauthain,https://d-nb.info/gnd/139766243
1,"Putjatin, Nikolaus Abramowitsch, Fürst von",https://d-nb.info/gnd/139771743
1,"Bernhard von Schönberg (Amtmann zu Torgau, Schlieben und Liebenwerda)",https://d-nb.info/gnd/142165689
1,Joseph (Ilija) Rajačić von Brinski,https://d-nb.info/gnd/139772545
1,"Sauber, Georg Philipp",https://d-nb.info/gnd/139922733
1,Prosper Dondey-Dupré,https://d-nb.info/gnd/139962808
1,Wolf von Schönburg zu Glauchau und Waldenburg,https://d-nb.info/gnd/139989315
1,Hans von Schleinitz,https://d-nb.info/gnd/142054135
1,Friedrich von Anhalt-Dessau,https://d-nb.info/gnd/140011293
1,Johann Friedrich Cleve,https://d-nb.info/gnd/140086013
1,"Moll, Leopold",https://d-nb.info/gnd/140120262
1,"Cooper, James Fenimore",https://d-nb.info/gnd/140129790
1,Georg Marschal,https://d-nb.info/gnd/142045780
1,"Plateanus, Thomas",https://d-nb.info/gnd/143476289
1,"Müller, Johann Georg",https://d-nb.info/gnd/138105499
1,"Hügel, Sebastian",https://d-nb.info/gnd/136407773
1,"Trippel, Max",https://d-nb.info/gnd/182519139
1,"Solms, Philipp von",https://d-nb.info/gnd/136860974
1,"Vieth, Gerhard Ulrich Anton",https://d-nb.info/gnd/118768409
1,Hz.in Sibylle von Sachsen-Lauenburg,https://d-nb.info/gnd/136863140
1,Rudolf Smend,https://d-nb.info/gnd/118823817
1,Meinrad Spieß,https://d-nb.info/gnd/118823078
1,Ruprecht Haller,https://d-nb.info/gnd/136926207
1,"Hervás y Panduro, Lorenzo",https://d-nb.info/gnd/18588637X
1,Franz von Münster,https://d-nb.info/gnd/11882080X
1,Thaddäus Obermüller,https://d-nb.info/gnd/185703488
1,"Wildenbruch, Ernst v.",https://d-nb.info/gnd/118771760
1,Sebastian Sauerzapf (einen Diener Fuggers),https://d-nb.info/gnd/136965334
1,Wilhelm Prinz von Preußen,https://d-nb.info/gnd/11877185X
1,"Sander, Autor",https://d-nb.info/gnd/138102252
1,Mitglieder der Familie Mendelssohn,https://d-nb.info/gnd/182135543
1,Arnold Fratzscher,https://d-nb.info/gnd/137005547
1,"Metcalfe, Keturah (Witwe des Rev. John Jeffreys)",https://d-nb.info/gnd/176090851
1,"Zuckerkandl, Victor",https://d-nb.info/gnd/174340621
1,"Mentzingen, Peter von",https://d-nb.info/gnd/137070926
1,"Bernheimer, Ilse",https://d-nb.info/gnd/174183933
1,"Heeren, Arnold",https://d-nb.info/gnd/174130457
1,"Engelhardt, Valentin",https://d-nb.info/gnd/17404769X
1,Minister Paul Gautsch von Frankenthurn,https://d-nb.info/gnd/137078080
1,"Manderscheid, Dietrich IV. von",https://d-nb.info/gnd/137082932
1,"Mangoldt, Ernst von",https://d-nb.info/gnd/13709664X
1,Evangelische Landeskirche in Nassau,https://d-nb.info/gnd/18616-8
1,Johann Albert Heinrich Reimarus,https://d-nb.info/gnd/118825356
1,"Hoffmann, Friedrich",https://d-nb.info/gnd/118825372
1,Christian Ludwig von Hessen-Darmstadt,https://d-nb.info/gnd/136844626
1,"Krauchenberg, Georg",https://d-nb.info/gnd/136437982
1,Magistrat Wien,https://d-nb.info/gnd/2078413-2
1,"Glatz, Caspar",https://d-nb.info/gnd/13649076X
1,Friedrich Ludwig Zacharias Werner,https://d-nb.info/gnd/118767208
1,"Hübsch, Johann Baptist",https://d-nb.info/gnd/136536298
1,Universitätsbibliothek Göttingen,https://d-nb.info/gnd/2020450-4
1,"Verkenius, Erich Heinrich",https://d-nb.info/gnd/189539208
1,"Toppeltinus, Laurentius",https://d-nb.info/gnd/136638228
1,Carl Wilhelm Nose,https://d-nb.info/gnd/189489510
1,"Goldschmied, Leonor",https://d-nb.info/gnd/136643183
1,Johann Lersner,https://d-nb.info/gnd/136659314
1,"Wetzel, Friedrich Gottlob",https://d-nb.info/gnd/118767542
1,Gf. Bernhard von Lippe,https://d-nb.info/gnd/136692095
1,Georg Knepler,https://d-nb.info/gnd/118830708
1,Helene Elisabeth Jacobi,https://d-nb.info/gnd/18943127X
1,Max von Lobkowicz,https://d-nb.info/gnd/136780075
1,"Bassenge, Heinrich",https://d-nb.info/gnd/136803504
1,"Beyme, Karl Friedrich von",https://d-nb.info/gnd/118828932
1,Friedrich Wilhelm von Erdmannsdorf,https://d-nb.info/gnd/118826352
1,"Hagen, Hermann vom",https://d-nb.info/gnd/136818307
1,Bernhard Dietrich Hahn,https://d-nb.info/gnd/136830269
1,Friedrich Waesemann,https://d-nb.info/gnd/189373636
1,"Amerbach, Basilius",https://d-nb.info/gnd/118825720
1,Ernst Joseph F. von Friedelberg (Fridelberg; Friedelberger),https://d-nb.info/gnd/173780369
1,"Mantel, Johannes",https://d-nb.info/gnd/137126972
1,"Simonov, Ivan Michajlovič",https://d-nb.info/gnd/137180969
1,"Carrodus, John",https://d-nb.info/gnd/160115248
1,Henriette von Arnstein (Pereira-Arnstein)?,https://d-nb.info/gnd/118809695
1,"Posch, Katharina von",https://d-nb.info/gnd/157301370
1,"Strempel, Carl",https://d-nb.info/gnd/156055910
1,"Geelhausen, Johann Jakob",https://d-nb.info/gnd/143939297
1,Siebert von Löwenberg,https://d-nb.info/gnd/137854455
1,"Zell, Matthäus",https://d-nb.info/gnd/118808397
1,Gf. Wolfgang zu Löwenstein,https://d-nb.info/gnd/137855591
1,Justus Friedrich Wilhelm Zachariä,https://d-nb.info/gnd/118808230
1,Fürstin Dorothea von Anhalt-Dessau,https://d-nb.info/gnd/143814613
1,John G. Lockhart,https://d-nb.info/gnd/118780255
1,"Mahler, Bernhard",https://d-nb.info/gnd/137910762
1,"Young, Thomas",https://d-nb.info/gnd/118808184
1,Johann Wilhelm Lombard,https://d-nb.info/gnd/118780344
1,Joachim von Maltzan,https://d-nb.info/gnd/137915969
1,Johann Reinhard III. von Hanau-Lichtenberg,https://d-nb.info/gnd/137976844
1,Katharina von Sachsen,https://d-nb.info/gnd/137979460
1,"Nassau-Weilburg, Philipp III. von",https://d-nb.info/gnd/137982895
1,"Sellius, Godefroy",https://d-nb.info/gnd/143695991
1,Peter Ludwig Lütke,https://d-nb.info/gnd/143631438
1,"Vassan, Nicolas de",https://d-nb.info/gnd/138018170
1,"Weber, Carl von",https://d-nb.info/gnd/143605550
1,"Gebhardt, Adam Gottlieb",https://d-nb.info/gnd/138050694
1,"Runge, Andreas",https://d-nb.info/gnd/138074429
1,Max Lenz,https://d-nb.info/gnd/118779508
1,Cazenove &amp; Co. (London),https://d-nb.info/gnd/16050919-1
1,Friedrich Wilhelm Wucherer,https://d-nb.info/gnd/173577792
1,Ferdinand Walter,https://d-nb.info/gnd/118812211
1,"Pfordten, Ludwig von der",https://d-nb.info/gnd/118791737
1,"Jaloux, Edmond",https://d-nb.info/gnd/118775871
1,"Jauner, Franz",https://d-nb.info/gnd/118776045
1,Johann Georg Pflug,https://d-nb.info/gnd/13729526X
1,Eberhard Christoph Balthasar von Danckelmann,https://d-nb.info/gnd/173230385
1,"Kellner, Johann Leonhard",https://d-nb.info/gnd/137301650
1,"Berger, Johann Gottfried von",https://d-nb.info/gnd/173156371
1,Karl von Gumppenberg,https://d-nb.info/gnd/137305656
1,Wilhelm von Massenbach,https://d-nb.info/gnd/137396864
1,"Hornberger (Hornberg) , Jacob Philipp",https://d-nb.info/gnd/172813670
1,Ulrich Geiger,https://d-nb.info/gnd/13756323X
1,Heinrich von Offenberg,https://d-nb.info/gnd/137565143
1,"Thiessé, Léon",https://d-nb.info/gnd/172415810
1,Joseph Rückert,https://d-nb.info/gnd/172349826
1,Walter Harte,https://d-nb.info/gnd/172126991
1,Wilhelm Kienzl,https://d-nb.info/gnd/118777149
1,"Devéria, Théodule",https://d-nb.info/gnd/172054427
1,Jakob Jonas,https://d-nb.info/gnd/137665865
1,"Promberger, Johann",https://d-nb.info/gnd/137706359
1,Wilhelm Josef Kalmann (Kallman; Kalman),https://d-nb.info/gnd/137708432
1,"Kaskel, Carl",https://d-nb.info/gnd/137717725
1,"Albert, Wilhelm August Julius",https://d-nb.info/gnd/171957938
1,Steinebach und Leroy,https://d-nb.info/gnd/16339923-2
1,"Hohenthal, Peter Wilhelm Graf von",https://d-nb.info/gnd/121114155
1,Johann Rudolph Graf Czernin zu Chudenitz,https://d-nb.info/gnd/130133469
1,"Schloss, Michael",https://d-nb.info/gnd/118885200
1,Gudmund Jöran Adlerbeth,https://d-nb.info/gnd/123406439
1,Christoph Wilhelm Löber,https://d-nb.info/gnd/123593336
1,Theodericus Artopaeus,https://d-nb.info/gnd/119609770
1,"Braun, Ernst von",https://d-nb.info/gnd/123482941
1,Johann Christoph Holland,https://d-nb.info/gnd/123464935
1,"Bapst, Valentin",https://d-nb.info/gnd/119612968
1,"Seba, Albert",https://d-nb.info/gnd/123436397
1,"Hájek, Thaddäus",https://d-nb.info/gnd/123435919
1,"Küffner, Joseph",https://d-nb.info/gnd/123431891
1,Matthias Zimmermann,https://d-nb.info/gnd/123383560
1,Adolf von Schleswig-Holstein,https://d-nb.info/gnd/11960115X
1,"Artopoeus, Petrus",https://d-nb.info/gnd/119616009
1,"Pinet, Fortuné",https://d-nb.info/gnd/123356067
1,"Haberstroh, Wolfgang",https://d-nb.info/gnd/12333814X
1,Ernst Bock zu Celle,https://d-nb.info/gnd/119624214
1,"Bock, Sebastian",https://d-nb.info/gnd/119624389
1,"Brenner, Markus",https://d-nb.info/gnd/1232747815
1,"Berg, Johann vom",https://d-nb.info/gnd/123255791
1,"Dörnberg, Heinrich Ernst Friedrich Konrad Reichsfreiherr von",https://d-nb.info/gnd/12325096X
1,"Agricola junior, Rudolf",https://d-nb.info/gnd/119602458
1,Juan Alvarez de Toledo,https://d-nb.info/gnd/123599911
1,Heinrich von Dechen,https://d-nb.info/gnd/123197066
1,"Révéroni, Jacques-Antoine, baron de Saint-Cyr",https://d-nb.info/gnd/123782864
1,Johann Gottlob Gläser,https://d-nb.info/gnd/123952832
1,Thomas Carstens,https://d-nb.info/gnd/12395200X
1,"Hoffler, Johannes",https://d-nb.info/gnd/12394578X
1,"Carové, Friedrich Wilhelm",https://d-nb.info/gnd/119535866
1,"Ehrenfried, Wolfgang",https://d-nb.info/gnd/123864429
1,Friederika Amalia Katharina von Haller zu Schenkenberg,https://d-nb.info/gnd/123825318
1,"Oldenbarnevelt, Johan van",https://d-nb.info/gnd/119543192
1,Hermann Becker,https://d-nb.info/gnd/123799201
1,"Alexander, Andreas",https://d-nb.info/gnd/123762286
1,"Bullinger, Heinrich d. J.",https://d-nb.info/gnd/123621534
1,"Sobry, Adèle",https://d-nb.info/gnd/123753384
1,Friedrich von Schilling,https://d-nb.info/gnd/123714397
1,"Dupont de l'Étang, Pierre Antoine, comte",https://d-nb.info/gnd/123685346
1,"Beckers, Nicolaus Wilhelm",https://d-nb.info/gnd/11954802X
1,Gf. Otto von Schaumburg,https://d-nb.info/gnd/123679117
1,"Hohenlohe, Ludwig Casimir von",https://d-nb.info/gnd/123677653
1,"Schnurr, Balthasar",https://d-nb.info/gnd/123627591
1,"Adam, Hieronymus",https://d-nb.info/gnd/119600854
1,"Büttner, Peter",https://d-nb.info/gnd/11963192X
1,Peter Burckhard,https://d-nb.info/gnd/119633302
1,Johann Jacob Müller,https://d-nb.info/gnd/123953464
1,"Gauricus, Lucas",https://d-nb.info/gnd/122831683
1,"Kittel, Johannes",https://d-nb.info/gnd/119729644
1,"Knoder, Johannes",https://d-nb.info/gnd/119731681
1,"Roland, Alfred",https://d-nb.info/gnd/122904273
1,"Winckel, Johannes",https://d-nb.info/gnd/122902645
1,Johannes Piker,https://d-nb.info/gnd/122896572
1,Johann Harmann Misler,https://d-nb.info/gnd/122896491
1,"Fronmüller, Conrad",https://d-nb.info/gnd/122858069
1,[Jean de Ligne] (Gf. von Arenberg),https://d-nb.info/gnd/122834232
1,"Jäger, Georg Friedrich",https://d-nb.info/gnd/122827570
1,"Iessenius, Simon",https://d-nb.info/gnd/119721422
1,"Fetzer, Magnus",https://d-nb.info/gnd/122824830
1,Enoch Zobel,https://d-nb.info/gnd/122795318
1,"Lippai, Christoph",https://d-nb.info/gnd/119745119
1,Abt Martin [Kuhn] des Zisterzienserklosters Zella,https://d-nb.info/gnd/11974578X
1,"Matthaei, Sebastian",https://d-nb.info/gnd/11975570X
1,"Maior Iteanus, Johannes",https://d-nb.info/gnd/119756676
1,"Ritter, Georg",https://d-nb.info/gnd/122749871
1,Heinrich Matthias von Brocke,https://d-nb.info/gnd/122748247
1,Carl Hinrichs,https://d-nb.info/gnd/122945085
1,"Isinder, Melchior",https://d-nb.info/gnd/119719606
1,"Coccius, Thomas",https://d-nb.info/gnd/119643510
1,Johann Georg Grambs,https://d-nb.info/gnd/123032822
1,"Diller, Michael",https://d-nb.info/gnd/119654784
1,"Ebner, Georg",https://d-nb.info/gnd/119659891
1,"Eißlinger, Balthasar",https://d-nb.info/gnd/119661233
1,"Neustetter genannt Stürmer, Erasmus",https://d-nb.info/gnd/12304863X
1,Johann Jacob Saltzmann,https://d-nb.info/gnd/123033225
1,"Obenander, Christoph",https://d-nb.info/gnd/119666014
1,"Fabricius, Jakob",https://d-nb.info/gnd/119667843
1,"Grambs, Johann Jacob",https://d-nb.info/gnd/123032881
1,"Grabner, Leopold",https://d-nb.info/gnd/119689952
1,Johann Christoph Frank,https://d-nb.info/gnd/122954459
1,Karl Heinrich Frentzel,https://d-nb.info/gnd/123030293
1,François Daniel de Pernay,https://d-nb.info/gnd/122993810
1,"Gundel, Philipp",https://d-nb.info/gnd/119695006
1,"Hacke, Christoph",https://d-nb.info/gnd/119696320
1,"Heberlin, Caspar",https://d-nb.info/gnd/119703513
1,"Travers, Johannes",https://d-nb.info/gnd/122986571
1,"Heshusen, Gottfried",https://d-nb.info/gnd/11970823X
1,"Hoinus, Johannes",https://d-nb.info/gnd/119709708
1,Friedrich Wilhelm Meyer,https://d-nb.info/gnd/119526026
1,"Peter, Johannes",https://d-nb.info/gnd/1240782683
1,"Coler, Christoph",https://d-nb.info/gnd/134248546
1,"Lubin, Leon de St.",https://d-nb.info/gnd/124621546
1,"Wolfart, Bartholomäus",https://d-nb.info/gnd/124694039
1,"Jäger, Philipp Friedrich",https://d-nb.info/gnd/124661564
1,Michael Watson,https://d-nb.info/gnd/12464967X
1,"Herdtmann, Gerhard Heinrich Ludwig",https://d-nb.info/gnd/1246476371
1,"Coelius, Michael",https://d-nb.info/gnd/124643620
1,"Eichhorn, Eduard",https://d-nb.info/gnd/124642969
1,Maximilian Tarnóczy,https://d-nb.info/gnd/119392488
1,"Rinder, Melchior",https://d-nb.info/gnd/124627323
1,"Neuland, Wilhelm",https://d-nb.info/gnd/119395657
1,Johann Maximilian Lersner,https://d-nb.info/gnd/124721559
1,Wilhelm Zesch,https://d-nb.info/gnd/124597238
1,Johann Alexander Christ,https://d-nb.info/gnd/124595219
1,"Michaelis, Karl",https://d-nb.info/gnd/124591027
1,"Volckamer, Georg",https://d-nb.info/gnd/124581374
1,Henning Witte,https://d-nb.info/gnd/124572375
1,"Bauermüller, Johann Simon",https://d-nb.info/gnd/124556221
1,"Facius, Caspar",https://d-nb.info/gnd/124545203
1,"Kaiser, Leonhard",https://d-nb.info/gnd/119418797
1,Christoph Daniel Schreiter,https://d-nb.info/gnd/124697798
1,Adam Kopp,https://d-nb.info/gnd/12475760X
1,"Fabritius de Tengnagel, Adolph",https://d-nb.info/gnd/1245322966
1,"Tucher, Leonhard",https://d-nb.info/gnd/124815197
1,"Reichardt, Louise",https://d-nb.info/gnd/119344769
1,"Horst, Gregor",https://d-nb.info/gnd/11934632X
1,"Stromer, Johann Friedrich",https://d-nb.info/gnd/124905854
1,Bernhard Christoph Breitkopf,https://d-nb.info/gnd/119355272
1,"Carrière, Moritz",https://d-nb.info/gnd/119355841
1,"Scheurl, Philipp Jacob",https://d-nb.info/gnd/124885217
1,"Brüll, Oswald",https://d-nb.info/gnd/124868967
1,Johann Andreas Lucius,https://d-nb.info/gnd/12482966X
1,Seligmann,https://d-nb.info/gnd/124815014
1,"Stadion, Christoph von",https://d-nb.info/gnd/119371936
1,Dominikus Brentano,https://d-nb.info/gnd/119369311
1,"Kreutz, Rudolf Jeremias",https://d-nb.info/gnd/124813739
1,"Lindemann, Johannes",https://d-nb.info/gnd/124812791
1,Graf Georg Albrecht von Mansfeld,https://d-nb.info/gnd/124809073
1,"Baudius, Dominicus",https://d-nb.info/gnd/124777031
1,Anna Laura Elisabeth von Hagedorn (geb. von Flotow),https://d-nb.info/gnd/1193699436
1,Andreas Sparrman,https://d-nb.info/gnd/124759289
1,"Spangenberg, Cyriacus",https://d-nb.info/gnd/119369958
1,"Peyer, Johann Konrad",https://d-nb.info/gnd/119426331
1,Adam Herold,https://d-nb.info/gnd/124531555
1,"Monau, Friedrich von",https://d-nb.info/gnd/124147100
1,"Schwencke, Christian Friedrich Gottlieb",https://d-nb.info/gnd/124268498
1,"Glaschke, Johann Michael",https://d-nb.info/gnd/124327826
1,"Séguier, Jean-François",https://d-nb.info/gnd/119476185
1,"Hausmann, Johann Bernhard",https://d-nb.info/gnd/1243196556
1,"Luther, Johann Gottfried",https://d-nb.info/gnd/124312713
1,"Alströmer, Patrick",https://d-nb.info/gnd/124288197
1,Kardinal Charles von Lothringen,https://d-nb.info/gnd/11948529X
1,Wigle van Aytta,https://d-nb.info/gnd/119490528
1,Johann Lorenz Schmidt,https://d-nb.info/gnd/119491109
1,"Rheticus, Georg Joachim",https://d-nb.info/gnd/119499215
1,"Hemmingsen, Niels",https://d-nb.info/gnd/124362990
1,"Fichtner, Johann Moritz",https://d-nb.info/gnd/124261515
1,"Hartknoch, Johann Friedrich",https://d-nb.info/gnd/124244300
1,"Nather, Leonhard",https://d-nb.info/gnd/124225284
1,Dettmar Basse,https://d-nb.info/gnd/124211054
1,"König, Emanuel",https://d-nb.info/gnd/124152198
1,Johann Baptist Strobl,https://d-nb.info/gnd/119508966
1,"Sinapius, Johannes",https://d-nb.info/gnd/119511096
1,Christian Philipp Leutwein,https://d-nb.info/gnd/124149537
1,"Hegendorf, Christoph",https://d-nb.info/gnd/124359752
1,"Pithou, Pierre",https://d-nb.info/gnd/124369324
1,Martin Hermann Gildemeister,https://d-nb.info/gnd/119440539
1,"Dantiscus, Johannes",https://d-nb.info/gnd/119442086
1,Henning Johann Gerdes,https://d-nb.info/gnd/12453077X
1,"Federn, Paul",https://d-nb.info/gnd/119440822
1,Charles François Marie de Rémusat,https://d-nb.info/gnd/119441284
1,"Elmenhorst, Geverhard",https://d-nb.info/gnd/124522688
1,Wilhelm Ludwig Spener,https://d-nb.info/gnd/124514731
1,Sara Levy,https://d-nb.info/gnd/124505937
1,Henriette Louise von Oberkirch,https://d-nb.info/gnd/124494692
1,"Ludwig, Großherzog von Baden",https://d-nb.info/gnd/124485979
1,Matthäus von Salzburg,https://d-nb.info/gnd/119442620
1,Johann Christian Heinrich Seidel,https://d-nb.info/gnd/119473585
1,"Bauder, Johann Friedrich",https://d-nb.info/gnd/11944416X
1,"Vos, Jacob de",https://d-nb.info/gnd/124466869
1,Jacob Albrecht Öttel,https://d-nb.info/gnd/124464122
1,"Kreul, Johann Lorenz",https://d-nb.info/gnd/119448785
1,"Mentz, Christian Friedrich",https://d-nb.info/gnd/124461379
1,Johann Philipp Schlosser,https://d-nb.info/gnd/124451772
1,"Schradin, Johannes",https://d-nb.info/gnd/124436242
1,Bettina und Kunigunde von Savigny,https://d-nb.info/gnd/1243883588
1,"Göchäus, Michael",https://d-nb.info/gnd/122747003
1,"Menius, Eusebius",https://d-nb.info/gnd/119759373
1,Graf Johannes von Nassau-Idstein,https://d-nb.info/gnd/122715861
1,"Crantz, Heinrich Johann Nepomuk",https://d-nb.info/gnd/120597411
1,Maximilian Carl von Löwenstein-Wertheim,https://d-nb.info/gnd/120532611
1,Johannes Philipp Franz von Fleckenbühl,https://d-nb.info/gnd/121675017
1,"Hering, Carl",https://d-nb.info/gnd/120565951
1,Albrecht Christoph Kayser,https://d-nb.info/gnd/121673383
1,"Sadolin, Jørgen Jensen",https://d-nb.info/gnd/120580373
1,Heinrich Georg Neuß,https://d-nb.info/gnd/120583860
1,"Hittorp, Gottfried",https://d-nb.info/gnd/121619664
1,"Stöberlein, Johann Leonhart",https://d-nb.info/gnd/121618765
1,Cornelius de Hase,https://d-nb.info/gnd/121609871
1,Louise Charbonnet,https://d-nb.info/gnd/121726703
1,"Seydel, Moritz",https://d-nb.info/gnd/120614871
1,Löffelholz von Colberg,https://d-nb.info/gnd/120630397
1,Wilhelm Schlenk,https://d-nb.info/gnd/1216045127
1,Roguet. comte Christophe Michel (Schwiegersohn von Jean Charles François de Ladoucette),https://d-nb.info/gnd/121603180
1,[Wolfgang Pfendtner] (Superintendent),https://d-nb.info/gnd/120646560
1,Clemens Thieme,https://d-nb.info/gnd/120648946
1,Christoph Gottlob Breitkopf,https://d-nb.info/gnd/120691124
1,Philipp der Streitbare,https://d-nb.info/gnd/121583287
1,Karl Heinrich Seibt,https://d-nb.info/gnd/120530872
1,"Fauris de Saint-Vincens, Alexandre Jules Antoine de",https://d-nb.info/gnd/121752917
1,Hektor Wilhelm von Günderrode,https://d-nb.info/gnd/121575845
1,Hz. Albrecht von Mecklenburg,https://d-nb.info/gnd/120438879
1,Johann Heinrich Feuerstein,https://d-nb.info/gnd/121883620
1,"Altenbockum, Carl Ferdinand von",https://d-nb.info/gnd/1203628900
1,"Volgnad, Heinrich",https://d-nb.info/gnd/121882047
1,"Apin, Siegmund Jacob",https://d-nb.info/gnd/120387794
1,Jakob Philipp Espich,https://d-nb.info/gnd/12187849X
1,Hermann Jungius,https://d-nb.info/gnd/121876845
1,Thomas Picton,https://d-nb.info/gnd/120388642
1,Johann Crasselius,https://d-nb.info/gnd/120393190
1,"Fellgiebel, Esaias",https://d-nb.info/gnd/121806774
1,Dietrich Matthias Beckmann?,https://d-nb.info/gnd/120511053
1,"Locle (du), Camille",https://d-nb.info/gnd/12046246X
1,"Fuldner, Peter",https://d-nb.info/gnd/121801551
1,"Girschner, Christian",https://d-nb.info/gnd/120474867
1,Johann Heinrich Hoffmann,https://d-nb.info/gnd/121775895
1,Ephraim G. Squier,https://d-nb.info/gnd/121762289
1,Johann Burchard May,https://d-nb.info/gnd/121760960
1,H. A. Hamaker,https://d-nb.info/gnd/120489996
1,"Johann Friedrich Binder von Kriegelstein (Krieglstein, Krüglstein)",https://d-nb.info/gnd/120496933
1,Charles Waißnix,https://d-nb.info/gnd/1206963379
1,Johann Nikolaus Luther,https://d-nb.info/gnd/120696428
1,Aloisia Lange,https://d-nb.info/gnd/122638212
1,Hellmut Kretzschmar,https://d-nb.info/gnd/121259617
1,Georg Christoph Pisanski,https://d-nb.info/gnd/120875683
1,"Löhle, Franz",https://d-nb.info/gnd/121346498
1,Martin Heinrich Arvelius,https://d-nb.info/gnd/120963450
1,"Lether, Martin",https://d-nb.info/gnd/121297470
1,"Meyer, Benjamin Heinrich Gottlob",https://d-nb.info/gnd/1209711591
1,Conrad Gottfried Blanckenberg,https://d-nb.info/gnd/121292118
1,Heinrich Werther,https://d-nb.info/gnd/121284638
1,Carl Gottlieb Bock,https://d-nb.info/gnd/121020509
1,Johannes Raue,https://d-nb.info/gnd/12124816X
1,Joseph Toussaint Reinaud,https://d-nb.info/gnd/120861410
1,"Gallus, Martin",https://d-nb.info/gnd/121246124
1,Weiprecht von Gemmingen,https://d-nb.info/gnd/121056422
1,"Leidesdorf, Maximilian Joseph",https://d-nb.info/gnd/121059057
1,Lady Essex,https://d-nb.info/gnd/1212223640
1,Bartholomäus Reichard,https://d-nb.info/gnd/121088820
1,"Mori, Nicolas",https://d-nb.info/gnd/1211675521
1,Hans Ertel,https://d-nb.info/gnd/121101274
1,Wilhelm Verpoorten,https://d-nb.info/gnd/121118398
1,"Knop, Ernst",https://d-nb.info/gnd/1208664603
1,"Fischer, Johann Carl Christian (Pseud. Gustav Fredau)",https://d-nb.info/gnd/120855089
1,"Scheidlin, Philipp Jacob",https://d-nb.info/gnd/121537307
1,Johann Heinrich Thamer,https://d-nb.info/gnd/121445259
1,"Lodtmann, Carl Gerhard Wilhelm",https://d-nb.info/gnd/120700441
1,"Bernhardi, Johannes",https://d-nb.info/gnd/120707225
1,"Guillon Lethière, Guillaume",https://d-nb.info/gnd/121500918
1,Günther Heiler,https://d-nb.info/gnd/121469786
1,"Tralles, Christian",https://d-nb.info/gnd/120710536
1,Jakob Christian Weland,https://d-nb.info/gnd/120711370
1,Hans Krebs,https://d-nb.info/gnd/120745909
1,Michael von Oppenbusch,https://d-nb.info/gnd/121446794
1,"Sachse, Gotthold Lebrecht",https://d-nb.info/gnd/12075116X
1,"Kretzschmar, Carl Gottlob",https://d-nb.info/gnd/120831615X
1,"Klar, Paul Alois",https://d-nb.info/gnd/121406806
1,David Wagner,https://d-nb.info/gnd/120761130
1,"Grünberg, Gottlieb",https://d-nb.info/gnd/120788281X
1,Michael Konrad Curtius,https://d-nb.info/gnd/120796783
1,"Mecklenburg-Strelitz, Karl Herzog von (Bruder der Therese von Thurn und Taxis)",https://d-nb.info/gnd/120815893
1,Stephen Elliott,https://d-nb.info/gnd/121380491
1,Gregor Cephalius,https://d-nb.info/gnd/121373770
1,"Ayerschöttel, Matthäus",https://d-nb.info/gnd/12136643X
1,Benedikt von Caché,https://d-nb.info/gnd/120360381
1,Graf Georg Ludwig von Zinzendorf und Pottendorf,https://d-nb.info/gnd/1203585667
1,"Spremberger, Johann Kilian",https://d-nb.info/gnd/121885968
1,Gottfried Justin Wilhelm Salzmann,https://d-nb.info/gnd/122368053
1,Frasquita Larrea,https://d-nb.info/gnd/122411609
1,"Mörlin, Maximilian",https://d-nb.info/gnd/12239366X
1,"Singel, Christoph",https://d-nb.info/gnd/119832631
1,Thomas Steger,https://d-nb.info/gnd/12236869X
1,"Strupp, Joachim",https://d-nb.info/gnd/119842440
1,"Latalski, Georg",https://d-nb.info/gnd/122368096
1,"Sylvius, Emericus",https://d-nb.info/gnd/119844664
1,"Syringus, Justus",https://d-nb.info/gnd/119844877
1,"Thym, Georg",https://d-nb.info/gnd/119849410
1,Philipp Ludwig Orth,https://d-nb.info/gnd/122412184
1,"Trautenbül, Johannes",https://d-nb.info/gnd/119851547
1,"Tucher, Stephan",https://d-nb.info/gnd/119853094
1,"Paul, Herzog von Württemberg",https://d-nb.info/gnd/122366778
1,"Thurzo, Johann von",https://d-nb.info/gnd/119853558
1,"Weber, Genovefa",https://d-nb.info/gnd/122361261
1,"Ursinus, Johannes",https://d-nb.info/gnd/119855453
1,"Wolf aus Bergzabern, Johannes",https://d-nb.info/gnd/122310160
1,Hans von Weißbach,https://d-nb.info/gnd/119865661
1,"Schellenberg, Christoph",https://d-nb.info/gnd/119817942
1,Georg Christoph Segnitz,https://d-nb.info/gnd/122416198
1,"Fabricius, Johann",https://d-nb.info/gnd/121892611
1,"Ramin, Otto von",https://d-nb.info/gnd/119797844
1,"Müntzer, Andreas",https://d-nb.info/gnd/119764733
1,"Mursaeus, Johannes",https://d-nb.info/gnd/119769484
1,"Julie Agnes Purkinje, geb. Rudolphi",https://d-nb.info/gnd/1226368611
1,"Naboth, Alexius",https://d-nb.info/gnd/119770806
1,"Andrejewana, Marja Fjodorowna",https://d-nb.info/gnd/122548566
1,"Niederstetter, Johannes",https://d-nb.info/gnd/119774321
1,Sidonia Hedwig Zäunemann,https://d-nb.info/gnd/122537122
