amount,lat_x,long_x,name_x,country_code_x
74,50.39067,11.87329,Töpen,DE
74,48.30639,14.28611,Linz,AT
73,52.6,12.5,Nennhausen,DE
73,48.19625,16.32749,Gemeindebezirk Rudolfsheim-Fünfhaus,AT
73,49.11127,9.73908,Schwäbisch Hall,DE
72,47.42391,9.37477,Saint Gallen,CH
70,47.98257,10.17254,Memmingen,DE
70,52.51667,13.28333,Charlottenburg,DE
70,50.23271,12.87117,Karlovy Vary,CZ
70,43.31283,-1.97499,Donostia / San Sebastian,ES
67,47.80067,13.04532,Salzburg Stadt,AT
66,51.20896,10.45275,Mühlhausen,DE
66,54.14054,10.60751,Eutin,DE
66,46.48208,6.77805,Chexbres,CH
66,50.4265,10.7259,Hildburghausen,DE
63,47.88238,10.62192,Kaufbeuren,DE
63,55.75222,37.61556,Moscow,RU
63,46.06787,11.12108,Trento,IT
63,45.43419,10.99779,Verona,IT
61,52.34714,14.55062,Frankfurt (Oder),DE
60,49.30481,10.5931,Ansbach,DE
59,50.88029,12.08187,Gera,DE
59,51.04315,12.29935,Meuselwitz,DE
59,46.16308,-1.15222,La Rochelle,FR
58,51.45984,12.63338,Eilenburg,DE
58,53.42894,14.55302,Szczecin,PL
58,46.99179,6.931,Neuchâtel,CH
57,47.72139,8.62473,Schaffhausen,CH
56,46.94761,7.40645,Berne,CH
56,53.57368,7.89806,Jever,DE
56,39.95238,-75.16362,Philadelphia,US
56,52.03333,8.53333,Bielefeld,DE
56,49.65829,13.8178,Praha,CZ
56,47.7996,3.57033,Auxerre,FR
55,51.47831,11.96464,Glaucha,DE
55,48.84004,16.05908,Louka,CZ
55,43.29695,5.38107,Marseille,FR
55,51.05007,12.79754,Rochlitz,DE
53,49.4503,8.67472,Dossenheim,DE
52,49.68648,14.97449,Zdislavice,CZ
52,50.35357,7.57883,Koblenz,DE
51,50.82264,15.61655,Jagniątków,PL
51,50.36012,7.62013,Ehrenbreitstein,DE
50,46.77852,6.64115,Yverdon-les-Bains,CH
50,50.72136,10.44386,Schmalkalden,DE
50,47.50564,8.72413,Winterthur,CH
50,53.59337,9.47629,Stade,DE
49,48.7606,8.23975,Baden-Baden,DE
49,49.33211,11.03016,Schwabach,DE
49,52.58713,14.64953,Kostrzyn nad Odrą,PL
47,51.10771,10.646,Bad Langensalza,DE
47,51.36973,10.87011,Sondershausen,DE
47,47.32067,7.89986,Aarburg,CH
47,53.86893,10.68729,"Lübeck, Hansestadt",DE
47,52.27264,8.0498,Osnabrück,DE
47,48.76508,11.42372,Ingolstadt,DE
47,50.59465,12.64139,Schneeberg,DE
47,54.0887,12.14049,Rostock,DE
47,50.58727,8.67554,Giessen,DE
47,50.57864,13.00507,Annaberg,DE
46,52.15077,9.95112,Hildesheim,DE
46,47.98372,10.18527,Memmingen,DE
46,49.47055,10.99713,Fürth,DE
46,51.75222,-1.25596,Oxford,GB
46,48.89198,2.20675,Nanterre,FR
46,50.86079,17.4674,Brzeg,PL
45,51.18035,14.43494,Bautzen,DE
45,47.76667,13.36667,Saint Gilgen,AT
45,52.22977,21.01178,Warsaw,PL
45,48.40351,11.74876,Freising,DE
45,48.15389,11.54806,"Munich, Urban District",DE
45,45.83362,1.24759,Limoges,FR
45,30.06041,31.23147,Būlāq Abū al ‘Ilā,EG
44,50.33544,7.71369,Bad Ems,DE
44,47.2,12.85,Bad Fusch,AT
44,59.85882,17.63889,Uppsala,SE
44,51.0833,13.7666,Kreisfreie Stadt Dresden,DE
43,48.80359,2.13424,Versailles,FR
43,50.24921,12.03422,Rehau-Pilgramsreuth,DE
43,51.23367,12.71959,Grimma,DE
43,52.15,11.63333,Neue Neustadt,DE
42,52.14167,11.64444,Landeshauptstadt Magdeburg,DE
41,50.06143,19.93658,Krakow,PL
41,51.11112,13.91199,Radeberg,DE
41,49.5802,10.6091,Neustadt a.d.Aisch,DE
41,46.46299,6.84345,Vevey,CH
41,46.55178,9.32217,Splügen,CH
41,52.46667,13.4,Tempelhof,DE
40,51.0073,13.87565,Pillnitz,DE
40,47.68333,17.63512,Győr,HU
40,47.13713,7.24608,Biel/Bienne,CH
39,45.64953,13.77678,Trieste,IT
39,50.08258,8.24932,Wiesbaden,DE
38,45.4299,10.98444,Verona,IT
38,52.3965,13.0899,Nowawes,DE
38,52.09083,5.12222,Utrecht,NL
38,48.13452,11.571,Munich,DE
38,43.49316,-1.473,Bayonne,FR
38,48.85122,10.48868,Nördlingen,DE
38,48.77888,2.31781,Bourg-la-Reine,FR
38,58.38062,26.72509,Tartu,EE
37,48.9448,10.5948,Oettingen i.Bay.,DE
37,47.64224,15.8241,Semmering,AT
37,51.48648,11.96366,Moritzburg,DE
36,49.65,11.25,Gräfenberg,DE
36,51.90668,11.77478,Calbe,DE
36,49.83826,24.02324,Lviv,UA
35,47.49835,19.04045,Budapest,HU
35,42.35843,-71.05977,Boston,US
35,50.6404,13.82451,Teplice,CZ
35,46.20576,6.14161,Geneva,CH
35,39.57622,16.63447,Rossano,IT
35,59.88333,29.9,Petergof,RU
35,38.89511,-77.03637,Washington,US
34,50.13423,8.91418,Hanau,DE
34,47.6926,10.03857,Isny,DE
34,52.3475,14.5539,Frankfurt (Oder),DE
34,46.10276,7.07245,Martigny-Ville,CH
33,51.15518,14.98853,Görlitz,DE
33,51.78843,11.15006,Quedlinburg,DE
33,47.41667,15.28333,Bruck an der Mur,AT
33,47.50957,6.79823,Montbéliard,FR
33,51.90425,10.42766,Goslar,DE
33,51.52754,11.54835,Eisleben Lutherstadt,DE
33,51.8667,10.0333,Bad Gandersheim,DE
33,53.62937,11.41316,Schwerin,DE
33,47.11547,13.13467,Bad Gastein,AT
33,44.05755,12.56528,Rimini,IT
33,46.91337,7.09397,Greng,CH
33,41.38879,2.15899,Barcelona,ES
33,51.56333,3.49583,Domburg,NL
33,54.52156,9.5586,Schleswig,DE
33,51.9225,4.47917,Rotterdam,NL
32,50.89973,15.72899,Jelenia Góra,PL
32,53.65345,11.17582,Lützow,DE
32,49.96459,12.70118,Mariánské Lázně,CZ
32,50.91522,9.23754,Ziegenhain,DE
32,52.47517,13.29071,Schmargendorf,DE
32,46.69724,9.43938,Thusis,CH
31,49.96167,8.22778,Mainz-Marienborn,DE
31,49.1678,10.3312,Feuchtwangen,DE
31,50.58485,8.67417,"Gießen, Universitätsstadt",DE
31,45.19205,9.15917,Pavia,IT
31,31.22222,121.45806,Shanghai,CN
31,43.70853,10.4036,Pisa,IT
31,41.14961,-8.61099,Porto,PT
31,51.98589,9.25246,Bad Pyrmont,DE
31,43.31267,-1.58023,Sare,FR
31,46.33939,9.55759,Promontogno,CH
31,49.50812,11.43173,Hersbruck,DE
31,47.05048,8.30635,Lucerne,CH
30,51.04901,14.07943,Stolpen,DE
30,52.41667,12.55,Brandenburg,DE
30,46.84986,9.53287,Chur,CH
30,50.04937,10.22175,Schweinfurt,DE
30,48.88854,11.19675,Eichstätt,DE
30,40.69149,-73.80569,Jamaica,US
30,44.83804,11.62057,Ferrara,IT
30,46.66758,6.79781,Moudon,CH
30,47.63347,15.82993,Semmering,AT
30,55.95206,-3.19648,Edinburgh,GB
29,50.92957,10.9795,Bischleben-Stedten,DE
29,60.3311,11.26264,Eidsvoll,NO
29,49.36672,19.18093,Oravská Lesná,SK
29,41.01384,28.94966,Istanbul,TR
29,48.60663,7.78606,La Robertsau,FR
29,50.56109,8.50495,Wetzlar,DE
28,49.04018,9.09386,Bönnigheim,DE
28,51.8883,11.0572,Halberstadt,DE
28,47.77908,8.42703,Schwaningen,DE
28,51.93855,8.87318,Detmold,DE
28,55.78874,49.12214,Kazan’,RU
28,50.55162,9.67518,Fulda,DE
28,-20.16194,57.49889,Port Louis,MU
27,51.79901,4.74159,Gemeente Dordrecht,NL
27,43.81725,7.7772,Sanremo,IT
27,61.87565,9.09572,Vågå,NO
27,46.67587,7.63972,Wimmis,CH
27,53.01375,18.59814,Torun,PL
27,49.50075,10.40765,Bad Windsheim,DE
27,51.80441,10.33384,Clausthal,DE
27,50.68322,10.91858,Ilmenau,DE
26,51.3707,12.73939,Wurzen,DE
26,50.86422,16.77285,Kwięcinice Małe,PL
26,50.07963,12.37392,Cheb,CZ
26,53.15,10.88333,Göhrde,DE
26,43.26271,-2.92528,Bilbao,ES
26,48.1,16.3,Sankt Gabriel,AT
26,53.29657,9.27685,Zeven,DE
26,46.24965,7.0098,Bex,CH
25,50.6002,12.6264,Schneeberg,DE
25,54.21567,21.7372,Węgorzewo,PL
25,48.89731,9.19161,Ludwigsburg,DE
25,48.2082,16.37169,Vienna,AT
25,52.92343,9.23491,Verden an der Aller,DE
25,51.05798,13.29652,Nossen,DE
24,51.47221,11.29533,Sangerhausen,DE
24,54.1522,19.40884,Elblag,PL
24,50.65051,13.16122,Marienberg,DE
24,50.12033,12.35174,Františkovy Lázně,CZ
24,50.72556,1.61389,Boulogne-sur-Mer,FR
23,50.64826,11.36536,Saalfeld,DE
23,49.82279,14.62428,Bukovany,CZ
23,48.10365,2.77542,Fontenay-sur-Loing,FR
23,37.38283,-5.97317,Seville,ES
23,50.84048,10.95198,Arnstadt,DE
23,50.77449,12.06028,Weida,DE
23,47.96337,6.45758,Plombières-les-Bains,FR
23,44.40478,8.94439,Genoa,IT
23,50.94161,6.95864,"Cologne, Urban District",DE
23,51.59234,11.45223,Mansfeld,DE
22,51.11644,9.6627,Spangenberg,DE
22,48.55347,10.37223,Gundelfingen,DE
22,52.00462,11.72531,Salzelmen,DE
22,55.4904,9.47216,Kolding,DK
22,46.75118,7.62166,Thun,CH
22,48.8555,16.0488,Znojmo,CZ
21,51.68692,13.22016,Herzberg,DE
21,50.72043,11.34046,Rudolstadt,DE
21,50.67794,1.63084,Saint-Étienne-au-Mont,FR
21,50.65552,13.07132,Wolkenstein,DE
21,49.4454,11.8586,Amberg,DE
21,51.15922,13.68021,Moritzburg,DE
21,53.58334,10.08305,Wandsbek,DE
21,51.70662,9.99997,Northeim,DE
21,4.60971,-74.08175,Bogotá,CO
21,47.23333,12.81667,Fusch an der Grossglocknerstrasse,AT
21,10.45397,-64.18256,Cumaná,VE
20,41.03694,28.9775,Beyoğlu,TR
20,50.74792,5.13422,Gingelom,BE
20,54.11833,12.12528,Kreisfreie Stadt Rostock,DE
20,49.3587,3.29405,Vauxbuin,FR
20,50.35846,12.93465,Jáchymov,CZ
20,47.6698,13.78453,Altaussee,AT
20,46.80418,7.15974,Fribourg,CH
20,30.06263,31.24967,Cairo,EG
20,52.4679,9.46121,Poggenhagen,DE
20,50.88333,9.86667,Friedewald,DE
20,51.40379,11.38689,Allstedt,DE
20,56.946,24.10589,Riga,LV
20,26.0112,-80.14949,Hollywood,US
19,39.29038,-76.61219,Baltimore,US
19,51.22047,4.40026,Antwerp,BE
19,49.0667,10.9667,Ellingen,DE
19,51.35274,7.87657,Sanssouci,DE
19,47.70624,11.41522,Benediktbeuern,DE
19,50.9686,11.90207,Eisenberg,DE
19,46.17086,8.79953,Locarno,CH
19,51.06589,13.18308,Roßwein,DE
19,39.5166,15.94158,Cetraro,IT
19,46.68473,7.69111,Spiez,CH
19,51.30001,13.10984,Oschatz,DE
19,44.82678,11.62071,Ferrara,IT
19,46.94991,6.83757,Boudry,CH
19,43.48055,-1.55684,Biarritz,FR
18,51.2663,4.37077,Antwerpen,BE
18,46.55472,15.64667,Maribor,SI
18,45.08268,13.63457,Rovinj,HR
18,44.39071,7.54828,Cuneo,IT
18,52.04953,9.25856,Aerzen,DE
18,49.57953,10.61126,Neustadt an der Aisch,DE
18,46.5369,12.13903,Cortina d'Ampezzo,IT
18,54.64573,20.72953,Kamenka,RU
18,47.68501,16.59049,Sopron,HU
18,51.16715,12.25144,Pegau,DE
18,48.57318,13.4506,Passau,DE
18,53.38333,9.0,Gnarrenburg,DE
18,46.92436,7.41457,Köniz,CH
18,47.57765,9.69199,Lindau (Bodensee),DE
18,50.76192,9.28235,Alsfeld,DE
18,49.13444,10.07193,Crailsheim,DE
18,51.99607,13.07979,Jüterbog,DE
18,48.08611,16.24809,Hinterbrühl,AT
17,51.75185,11.97093,Köthen,DE
17,49.25969,11.14571,Roth,DE
17,51.72686,10.25089,Osterode am Harz,DE
17,50.99198,11.35027,Tiefurt,DE
17,48.73961,9.30473,Esslingen am Neckar,DE
17,53.93171,11.71365,Teplitz,DE
17,51.06006,13.27453,Zella,DE
17,54.59222,22.19972,Gusev,RU
17,40.82747,-7.79816,Viseu,PT
17,53.48095,-2.23743,Manchester,GB
17,47.98288,3.40096,Joigny,FR
17,-6.21462,106.84513,Jakarta,ID
17,43.84369,10.50447,Lucca,IT
17,48.86223,1.34329,Bois-le-Roi,FR
17,47.33996,8.66778,Maur,CH
17,48.44858,18.91003,Banská Štiavnica,SK
17,47.39484,0.70398,Tours,FR
17,51.87167,10.02537,Bad Gandersheim,DE
16,49.19884,9.5072,Öhringen,DE
16,50.09501,12.22008,Hohenberg an der Eger,DE
16,54.18192,7.89645,Helgoland,DE
16,51.25083,7.14816,Elberfeld,DE
16,49.11911,6.17269,Metz,FR
16,29.9,31.2,Abusir,EG
16,51.5757,10.78469,Ilfeld,DE
16,48.35149,8.96317,Hechingen,DE
16,53.80908,8.90068,Otterndorf,DE
16,46.01008,8.96004,Lugano,CH
16,46.61028,13.85583,Villach,AT
16,51.54508,9.53605,Sababurg,DE
16,45.8,24.15,Sibiu,RO
16,48.45704,14.34875,Reichenau im Mühlkreis,AT
16,46.72504,6.53069,Orbe,CH
16,47.7,10.86667,Steingaden,DE
16,46.35979,6.92523,Roche (VD),CH
16,49.50126,11.74598,Sulzbach-Rosenberg,DE
16,51.56878,12.84838,Weidenhain,DE
16,48.78333,11.23333,Egweil,DE
16,50.08058,11.13434,Lahm,DE
16,55.39594,10.38831,Odense,DK
16,46.73901,11.63749,Vahrn,IT
16,50.94861,11.34815,Schloss Belvedere,DE
16,52.97945,13.74493,Joachimsthal,DE
15,50.30833,11.90694,Kreisfreie Stadt Hof,DE
15,51.05386,13.81393,Loschwitz,DE
15,47.58559,8.06741,Laufenburg (Baden),DE
15,55.31274,10.78964,Nyborg,DK
15,47.33693,9.66319,Götzis,AT
15,51.23333,12.55,Belgershain,DE
15,48.68439,6.18496,Nancy,FR
15,50.86545,15.68367,Cieplice Śląskie Zdrój,PL
15,49.24686,7.36977,Zweibrücken,DE
15,50.36648,11.64438,Bad Steben,DE
15,50.74818,13.07691,Zschopau,DE
15,45.81667,8.93333,Valmorea,IT
15,49.1147,10.7542,Gunzenhausen,DE
15,48.8024,2.29346,Châtillon,FR
15,51.27688,13.6284,Kalkreuth,DE
15,46.49937,9.84327,Saint Moritz,CH
15,52.50462,9.45871,Neustadt am Rübenberge,DE
15,50.37069,3.07922,Douai,FR
15,47.71667,13.48333,Strobl,AT
15,51.52444,7.47389,Kreisfreie Stadt Dortmund,DE
15,53.88026,15.93584,Rabinko,PL
14,47.5,19.03333,Buda,HU
14,48.29045,25.93241,Chernivtsi,UA
14,47.63844,13.76278,Altaussee,AT
14,50.33868,10.38625,Waltershausen,DE
14,49.13288,6.2024,Saint-Julien-lès-Metz,FR
14,50.0374,11.9994,Wunsiedel,DE
14,50.84717,14.06005,Rosenthal,DE
14,51.14349,11.75254,Schulpforte,DE
14,51.51297,9.95353,Göttingen,DE
14,38.13205,13.33561,Palermo,IT
14,50.20228,10.07784,Bad Kissingen,DE
14,48.25,16.4,Floridsdorf,AT
14,54.35766,19.68029,Frombork,PL
14,46.18815,6.19904,Thônex,CH
14,55.47062,9.09746,Askov,DK
14,46.20574,5.2258,Bourg-en-Bresse,FR
14,51.82018,9.86961,Einbeck,DE
14,51.65717,12.93831,Lichtenburg,DE
14,50.108,11.464,Plassenburg,DE
14,50.95843,13.93702,Pirna,DE
14,47.31805,8.58401,Küsnacht,CH
14,47.95514,8.49707,Donaueschingen,DE
13,50.58019,12.80695,Grünhain,DE
13,49.0283,10.97448,Weißenburg i.Bay.,DE
13,47.69732,8.63493,Schaffhausen,CH
13,50.4973,12.13782,Plauen,DE
13,50.87197,9.70891,Bad Hersfeld,DE
13,50.7,10.2167,Roßdorf,DE
13,54.32054,10.1327,"Kiel, Landeshauptstadt",DE
13,49.33047,11.02346,Schwabach,DE
13,46.66817,11.15953,Meran,IT
13,44.64783,10.92539,Modena,IT
13,49.4925,9.77361,Bad Mergentheim,DE
13,48.35164,13.64991,Raab,AT
13,49.82245,19.04686,Bielsko-Biala,PL
13,46.68387,7.86638,Interlaken,CH
13,51.33645,6.55381,Krefeld,DE
13,46.49067,11.33982,Bolzano,IT
13,50.78314,16.03037,Kamienna Góra,PL
13,46.71503,11.65598,Brixen,IT
13,50.84378,16.48859,Swidnica,PL
13,53.33672,15.0499,Stargard,PL
13,53.33306,-6.24889,Dublin,IE
13,52.26616,12.28997,Ziesar,DE
13,51.15,12.98333,Klosterbuch,DE
13,50.89772,14.80764,Zittau,DE
13,50.96605,10.30646,Wartburg Castle,DE
13,51.80949,10.33821,Clausthal-Zellerfeld,DE
13,32.75,129.88333,Nagasaki,JP
13,51.61667,11.51667,Burggörner,DE
13,50.57953,13.00627,Annaberg-Buchholz,DE
13,53.18546,5.54123,Franeker,NL
13,47.78198,9.61062,Ravensburg,DE
12,51.59651,11.9533,Petersberg,DE
12,5.84206,-55.17632,Oldenburg,SR
12,52.09675,5.03708,Gemeente Utrecht,NL
12,51.34217,11.34028,Kalbsrieth,DE
12,51.47785,-0.01176,Greenwich,GB
12,38.78394,-90.48123,Saint Charles,US
12,50.48438,8.26249,Weilburg,DE
12,59.48477,8.63017,Seljord,NO
12,47.76252,8.12714,Saint Blasien,DE
12,62.31104,10.52835,Savalen,NO
12,50.38287,5.00322,Corioule,BE
12,54.78624,9.43064,Flensburg,DE
12,53.71535,7.24042,Norderney,DE
12,47.96533,16.21359,Bad Vöslau,AT
12,51.43453,13.22177,Mühlberg,DE
12,52.28953,8.91455,Minden,DE
12,49.52083,3.32381,Coucy-le-Château-Auffrique,FR
12,50.93463,6.97495,Deutz,DE
12,48.77644,2.29026,Sceaux,FR
12,47.69255,15.80915,Edlach an der Rax,AT
12,47.24878,6.01815,Besançon,FR
12,52.2,0.11667,Cambridge,GB
12,51.89797,-8.47061,Cork,IE
12,48.67798,10.15162,Heidenheim,DE
12,50.9078,14.8011,Zittau,DE
12,49.38167,3.32361,Soissons,FR
12,45.33658,14.30782,Opatija,HR
12,51.66361,16.0845,Głogów,PL
12,50.01086,11.6875,Goldkronach,DE
12,50.99556,9.72838,Rotenburg an der Fulda,DE
12,43.70313,7.26608,Nice,FR
12,55.6711,12.56529,Copenhagen,DK
12,51.8,10.61667,Brockenhaus,DE
